"FdPredatorID","LkupSpeciesID","VLLifeStage","LkupPredator"
"191","23","Adults","188"
"192","23","Adults","193"
"193","23","Adults","212"
"194","23","Adults","214"
"195","23","Adults","263"
"196","23","Eggs","152"
"197","23","Juveniles","123"
"198","23","Larvae","152"
"199","20","Adults","29"
"200","20","Adults","41"
"201","20","Adults","51"
"202","20","Adults","73"
"203","20","Adults","115"
"204","20","Adults","115"
"205","20","Adults","154"
"206","20","Adults","183"
"207","20","Adults","212"
"208","20","Eggs","152"
"209","20","Juveniles","123"
"210","20","Larvae","152"
"211","18","Adults","29"
"212","18","Adults","41"
"213","18","Adults","51"
"214","18","Adults","73"
"215","18","Adults","80"
"216","18","Adults","88"
"217","18","Adults","115"
"218","18","Adults","115"
"219","18","Adults","151"
"220","18","Adults","183"
"221","18","Adults","183"
"222","18","Adults","193"
"223","18","Adults","231"
"224","18","Adults","234"
"225","18","Eggs","152"
"226","18","Juveniles","29"
"227","18","Juveniles","57"
"228","18","Juveniles","98"
"229","18","Juveniles","123"
"230","18","Larvae","152"
"231","24","Adults","41"
"232","24","Adults","51"
"233","24","Adults","80"
"234","24","Adults","88"
"235","24","Adults","183"
"236","24","Adults","212"
"237","24","Adults","231"
"238","24","Adults","234"
"239","24","Eggs","152"
"240","24","Juveniles","123"
"241","24","Larvae","152"
"242","57","Adults","112"
"243","57","Adults","133"
"244","57","Adults","150"
"245","57","Adults","177"
"246","57","Adults","234"
"247","57","Eggs","177"
"248","57","Eggs","186"
"249","57","Juveniles","4"
"250","57","Juveniles","132"
"251","57","Larvae","177"
"252","57","Larvae","186"
"253","124","Adults","101"
"254","124","Adults","148"
"255","124","Adults","118"
"256","124","Adults","252"
"257","124","Eggs","152"
"258","124","Larvae","152"
"259","75","Adults","23"
"260","75","Adults","32"
"261","75","Adults","37"
"262","75","Adults","41"
"263","75","Adults","47"
"264","75","Adults","47"
"265","75","Adults","51"
"266","75","Adults","73"
"267","75","Adults","115"
"268","75","Adults","115"
"269","75","Adults","137"
"270","75","Adults","164"
"271","75","Adults","225"
"272","75","Adults","225"
"273","75","Adults","250"
"274","75","Adults","279"
"275","75","Adults","280"
"276","75","Juveniles","51"
"277","75","Larvae","64"
"278","75","Larvae","83"
"279","29","Adults","15"
"280","29","Adults","46"
"281","29","Adults","47"
"282","29","Adults","47"
"283","29","Adults","51"
"284","29","Adults","88"
"285","29","Adults","132"
"286","29","Adults","267"
"287","27","Adults","21"
"288","27","Adults","40"
"289","27","Adults","137"
"290","27","Adults","225"
"291","27","Adults","225"
"292","27","Adults","227"
"293","33","Adults","21"
"294","33","Adults","154"
"295","33","Eggs","154"
"296","33","Larvae","152"
"297","11","Adults","41"
"298","11","Adults","137"
"299","11","Eggs","96"
"300","11","Eggs","117"
"301","11","Eggs","161"
"302","11","Eggs","228"
"303","11","Juveniles","125"
"304","11","Juveniles","273"
"305","38","Eggs","152"
"306","38","Larvae","152"
"307","119","Adults","107"
"308","119","Adults","273"
"309","119","Adults","286"
"310","10","Adults","69"
"311","10","Adults","154"
"312","10","Adults","155"
"313","10","Adults","169"
"314","10","Adults","180"
"315","10","Adults","249"
"316","10","Adults","250"
"317","10","Eggs","154"
"318","10","Juveniles","250"
"319","10","Larvae","152"
"320","25","Adults","29"
"321","25","Adults","41"
"322","25","Adults","51"
"323","25","Adults","73"
"324","25","Adults","88"
"325","25","Adults","110"
"326","25","Adults","123"
"327","25","Adults","137"
"328","25","Adults","183"
"329","25","Adults","193"
"330","25","Adults","222"
"331","25","Eggs","152"
"332","25","Juveniles","123"
"333","25","Larvae","152"
"334","125","Adults","51"
"335","125","Adults","88"
"336","125","Adults","193"
"337","125","Eggs","152"
"338","125","Larvae","152"
"339","50","Adults","29"
"340","50","Adults","29"
"341","50","Adults","51"
"342","50","Adults","65"
"343","50","Adults","86"
"344","50","Adults","88"
"345","50","Adults","110"
"346","50","Adults","115"
"347","50","Adults","129"
"348","50","Adults","140"
"349","50","Adults","150"
"350","50","Adults","150"
"351","50","Adults","155"
"352","50","Adults","207"
"353","50","Adults","214"
"354","50","Adults","214"
"355","50","Adults","253"
"356","50","Adults","260"
"357","50","Adults","267"
"358","50","Eggs","29"
"359","50","Eggs","107"
"360","50","Eggs","237"
"361","50","Eggs","240"
"362","50","Eggs","256"
"363","50","Eggs","254"
"364","50","Juveniles","29"
"365","50","Juveniles","150"
"366","50","Juveniles","195"
"367","54","Adults","29"
"368","54","Adults","162"
"369","54","Adults","167"
"370","54","Adults","185"
"371","54","Juveniles","162"
"372","54","Juveniles","167"
"373","54","Juveniles","185"
"374","126","Eggs","152"
"375","126","Larvae","152"
"376","64","Adults","95"
"377","64","Adults","105"
"378","64","Adults","115"
"379","64","Adults","115"
"380","64","Adults","225"
"381","64","Adults","151"
"382","64","Adults","153"
"383","64","Adults","225"
"384","64","Adults","225"
"385","64","Adults","234"
"386","64","Adults","234"
"387","64","Eggs","31"
"388","64","Eggs","91"
"389","64","Eggs","143"
"390","64","Eggs","147"
"391","64","Eggs","229"
"392","64","Juveniles","123"
"393","58","Adults","115"
"394","58","Adults","132"
"395","58","Adults","150"
"396","58","Adults","234"
"397","58","Juveniles","5"
"398","58","Juveniles","132"
"399","58","Larvae","132"
"400","58","Larvae","224"
"401","14","Adults","49"
"402","14","Adults","51"
"403","14","Adults","51"
"404","14","Adults","59"
"405","14","Adults","74"
"406","14","Adults","99"
"407","14","Adults","107"
"408","14","Adults","112"
"409","14","Adults","113"
"410","14","Adults","115"
"411","14","Adults","148"
"412","14","Adults","156"
"413","14","Adults","45"
"414","14","Adults","114"
"415","14","Adults","277"
"416","14","Adults","278"
"417","14","Adults","279"
"418","14","Juveniles","49"
"419","14","Juveniles","51"
"420","14","Juveniles","51"
"421","14","Juveniles","59"
"422","14","Juveniles","74"
"423","14","Juveniles","99"
"424","14","Juveniles","107"
"425","14","Juveniles","112"
"426","14","Juveniles","113"
"427","14","Juveniles","148"
"428","14","Juveniles","156"
"429","14","Juveniles","45"
"430","14","Juveniles","114"
"431","14","Juveniles","277"
"432","14","Juveniles","278"
"433","14","Juveniles","279"
"434","4","Adults","25"
"435","4","Adults","73"
"436","4","Adults","110"
"437","4","Adults","118"
"438","4","Adults","129"
"439","4","Adults","132"
"440","4","Adults","137"
"441","4","Adults","281"
"442","4","Eggs","10"
"443","4","Eggs","27"
"446","4","Eggs","87"
"448","4","Eggs","104"
"450","4","Eggs","121"
"453","4","Eggs","189"
"454","4","Eggs","217"
"456","4","Eggs","239"
"458","4","Juveniles","47"
"459","4","Juveniles","118"
"460","4","Juveniles","129"
"461","4","Juveniles","215"
"462","4","Juveniles","281"
"463","4","Larvae","25"
"464","4","Larvae","110"
"465","4","Larvae","129"
"466","4","Larvae","281"
"467","60","Adults","49"
"468","60","Adults","112"
"469","28","Adults","123"
"470","28","Adults","29"
"471","28","Adults","86"
"472","28","Adults","117"
"473","28","Adults","119"
"474","28","Adults","120"
"475","28","Adults","174"
"476","28","Adults","175"
"477","28","Adults","176"
"478","28","Adults","206"
"479","28","Adults","220"
"481","30","Adults","29"
"482","30","Adults","86"
"483","30","Adults","117"
"484","30","Adults","119"
"485","30","Adults","120"
"486","30","Adults","174"
"487","30","Adults","175"
"488","30","Adults","176"
"489","30","Adults","220"
"490","105","Adults","20"
"491","105","Adults","21"
"492","105","Adults","41"
"493","105","Adults","90"
"494","105","Adults","137"
"495","105","Adults","208"
"496","105","Adults","225"
"497","73","Adults","12"
"498","73","Adults","57"
"499","73","Adults","164"
"500","44","Adults","52"
"501","44","Adults","68"
"502","44","Adults","118"
"503","44","Adults","185"
"504","44","Adults","185"
"505","44","Adults","234"
"506","44","Adults","242"
"507","44","Juveniles","85"
"508","44","Juveniles","89"
"509","44","Juveniles","107"
"510","44","Juveniles","178"
"511","44","Juveniles","267"
"512","44","Larvae","271"
"513","44","Larvae","266"
"514","122","Eggs","152"
"515","122","Larvae","152"
"516","121","Adults","139"
"517","121","Adults","232"
"518","121","Eggs","152"
"519","121","Larvae","152"
"520","46","Eggs","152"
"521","46","Larvae","152"
"522","37","Eggs","152"
"523","37","Larvae","152"
"524","34","Adults","115"
"525","34","Adults","115"
"526","34","Adults","225"
"527","34","Adults","114"
"528","34","Eggs","11"
"529","34","Eggs","44"
"530","34","Eggs","58"
"531","34","Eggs","60"
"532","34","Eggs","62"
"533","34","Eggs","75"
"534","34","Eggs","92"
"535","34","Eggs","93"
"536","34","Eggs","102"
"537","34","Eggs","124"
"538","34","Eggs","142"
"539","34","Eggs","181"
"540","34","Eggs","198"
"541","34","Eggs","199"
"542","34","Eggs","201"
"543","34","Eggs","203"
"544","34","Eggs","204"
"545","34","Eggs","219"
"546","34","Eggs","235"
"547","34","Eggs","255"
"548","34","Eggs","261"
"549","34","Eggs","265"
"550","34","Eggs","274"
"551","34","Eggs","285"
"552","34","Juveniles","114"
"553","34","Larvae","55"
"554","40","Adults","29"
"555","40","Adults","38"
"556","40","Adults","51"
"557","40","Adults","59"
"558","40","Adults","225"
"559","40","Adults","257"
"560","109","Adults","79"
"561","109","Adults","95"
"562","109","Adults","123"
"563","109","Adults","151"
"564","109","Adults","225"
"565","109","Juveniles","94"
"566","109","Juveniles","95"
"567","109","Juveniles","98"
"568","109","Juveniles","105"
"569","109","Juveniles","122"
"570","109","Juveniles","123"
"571","109","Juveniles","123"
"572","109","Juveniles","191"
"573","109","Juveniles","221"
"574","109","Juveniles","251"
"575","109","Juveniles","270"
"576","110","Adults","29"
"577","110","Juveniles","57"
"578","107","Juveniles","23"
"579","107","Juveniles","95"
"580","107","Juveniles","105"
"581","107","Juveniles","123"
"582","6","Adults","13"
"583","6","Adults","39"
"584","6","Adults","49"
"585","6","Adults","80"
"586","6","Adults","134"
"587","6","Adults","162"
"588","6","Adults","166"
"590","6","Juveniles","86"
"591","6","Juveniles","239"
"592","6","Juveniles","277"
"593","55","Adults","17"
"594","55","Adults","41"
"595","55","Adults","50"
"596","55","Adults","72"
"597","55","Adults","115"
"598","55","Adults","132"
"599","55","Adults","140"
"600","55","Adults","150"
"601","55","Adults","177"
"602","55","Adults","194"
"603","55","Adults","212"
"604","55","Adults","234"
"605","55","Adults","234"
"606","55","Adults","245"
"607","55","Juveniles","28"
"608","55","Juveniles","63"
"609","55","Juveniles","86"
"610","55","Juveniles","103"
"611","55","Juveniles","128"
"612","55","Juveniles","140"
"613","55","Juveniles","148"
"614","55","Juveniles","184"
"615","55","Juveniles","212"
"616","55","Juveniles","216"
"617","55","Juveniles","234"
"618","55","Juveniles","234"
"619","55","Larvae","14"
"620","55","Larvae","132"
"621","116","Adults","22"
"622","116","Adults","22"
"623","116","Adults","41"
"624","116","Adults","47"
"625","116","Adults","47"
"626","116","Adults","50"
"627","116","Adults","51"
"628","116","Adults","56"
"629","116","Adults","65"
"630","116","Adults","88"
"631","116","Adults","123"
"632","116","Adults","123"
"633","116","Adults","129"
"634","116","Adults","137"
"635","116","Adults","208"
"636","116","Adults","272"
"637","26","Adults","23"
"638","26","Adults","29"
"639","26","Adults","41"
"640","26","Adults","51"
"641","26","Adults","73"
"642","26","Adults","137"
"643","26","Adults","183"
"644","26","Adults","193"
"645","26","Adults","212"
"646","26","Adults","225"
"647","26","Adults","223"
"648","26","Eggs","152"
"649","26","Juveniles","123"
"650","26","Larvae","152"
"651","62","Adults","59"
"652","62","Adults","115"
"653","62","Adults","115"
"654","62","Adults","116"
"655","62","Adults","132"
"656","62","Adults","150"
"657","62","Adults","183"
"658","62","Adults","234"
"659","62","Juveniles","57"
"660","62","Juveniles","116"
"661","62","Juveniles","132"
"663","62","Juveniles","150"
"664","62","Juveniles","183"
"665","62","Juveniles","224"
"666","62","Juveniles","234"
"667","62","Larvae","116"
"668","62","Larvae","132"
"669","51","Adults","154"
"670","51","Eggs","152"
"671","51","Larvae","152"
"672","52","Juveniles","35"
"673","53","Adults","115"
"674","61","Adults","49"
"675","61","Adults","138"
"676","61","Adults","162"
"677","61","Juveniles","47"
"678","61","Juveniles","86"
"679","61","Juveniles","268"
"680","56","Adults","49"
"681","56","Adults","138"
"682","56","Adults","162"
"683","56","Juveniles","47"
"684","56","Juveniles","86"
"685","56","Juveniles","268"
"686","5","Adults","16"
"687","5","Adults","46"
"688","5","Adults","49"
"689","5","Adults","50"
"690","5","Adults","51"
"691","5","Adults","56"
"692","5","Adults","59"
"693","5","Adults","88"
"694","5","Adults","95"
"695","5","Adults","111"
"696","5","Adults","115"
"697","5","Adults","123"
"698","5","Adults","140"
"699","5","Adults","154"
"700","5","Adults","155"
"701","5","Adults","158"
"702","5","Adults","171"
"703","5","Adults","173"
"704","5","Adults","182"
"705","5","Adults","202"
"706","5","Adults","210"
"707","5","Adults","211"
"708","5","Adults","225"
"709","5","Adults","258"
"710","5","Adults","279"
"711","5","Adults","280"
"712","5","Eggs","61"
"713","5","Eggs","247"
"714","5","Juveniles","115"
"715","59","Adults","51"
"716","59","Adults","132"
"717","59","Adults","150"
"718","59","Adults","234"
"719","59","Eggs","224"
"720","59","Eggs","246"
"721","59","Juveniles","132"
"722","59","Larvae","224"
"723","59","Larvae","246"
"724","65","Eggs","81"
"725","65","Larvae","152"
"726","66","Larvae","152"
"727","68","Larvae","152"
"728","67","Larvae","152"
"729","69","Larvae","152"
"730","22","Adults","29"
"731","22","Adults","41"
"732","22","Adults","51"
"733","22","Adults","112"
"734","22","Adults","183"
"735","22","Adults","193"
"736","22","Eggs","152"
"737","22","Juveniles","123"
"738","22","Larvae","152"
"739","70","Eggs","152"
"740","70","Larvae","152"
"741","12","Adults","41"
"742","12","Adults","137"
"743","12","Adults","180"
"744","12","Adults","226"
"745","12","Eggs","19"
"746","12","Eggs","67"
"747","12","Eggs","76"
"748","12","Eggs","77"
"749","12","Eggs","78"
"750","12","Eggs","82"
"751","12","Eggs","146"
"752","12","Juveniles","41"
"753","12","Juveniles","137"
"754","12","Juveniles","180"
"755","12","Juveniles","226"
"756","90","Adults","70"
"757","90","Adults","227"
"758","90","Adults","234"
"759","90","Eggs","152"
"760","90","Juveniles","29"
"761","90","Juveniles","44"
"762","90","Juveniles","86"
"763","90","Juveniles","212"
"764","90","Juveniles","140"
"765","90","Juveniles","183"
"766","90","Juveniles","188"
"767","90","Juveniles","214"
"768","90","Larvae","53"
"769","90","Larvae","243"
"770","80","Adults","70"
"771","80","Adults","193"
"772","80","Adults","214"
"773","80","Adults","227"
"774","80","Adults","234"
"775","80","Eggs","152"
"776","80","Juveniles","29"
"777","80","Juveniles","44"
"778","80","Juveniles","86"
"779","80","Juveniles","212"
"780","80","Juveniles","140"
"781","80","Juveniles","188"
"782","80","Juveniles","214"
"783","80","Larvae","53"
"784","80","Larvae","243"
"785","85","Adults","70"
"786","85","Adults","227"
"787","85","Adults","234"
"788","85","Eggs","152"
"789","85","Juveniles","29"
"790","85","Juveniles","44"
"791","85","Juveniles","86"
"792","85","Juveniles","212"
"793","85","Juveniles","140"
"794","85","Juveniles","188"
"795","85","Juveniles","214"
"796","85","Larvae","53"
"797","85","Larvae","243"
"798","83","Adults","70"
"799","83","Adults","193"
"800","83","Adults","214"
"801","83","Adults","227"
"802","83","Adults","234"
"803","83","Eggs","152"
"804","83","Juveniles","29"
"805","83","Juveniles","44"
"806","83","Juveniles","86"
"807","83","Juveniles","212"
"808","83","Juveniles","140"
"809","83","Juveniles","188"
"810","83","Juveniles","214"
"811","83","Larvae","53"
"812","83","Larvae","243"
"813","87","Adults","70"
"814","87","Adults","227"
"815","87","Adults","234"
"816","87","Eggs","152"
"817","87","Juveniles","29"
"818","87","Juveniles","44"
"819","87","Juveniles","86"
"820","87","Juveniles","212"
"821","87","Juveniles","140"
"822","87","Juveniles","188"
"823","87","Juveniles","214"
"824","87","Larvae","53"
"825","87","Larvae","243"
"826","78","Adults","70"
"827","78","Adults","227"
"828","78","Adults","234"
"829","78","Eggs","152"
"830","78","Juveniles","29"
"831","78","Juveniles","44"
"832","78","Juveniles","86"
"833","78","Juveniles","212"
"834","78","Juveniles","140"
"835","78","Juveniles","188"
"836","78","Juveniles","214"
"837","78","Larvae","53"
"838","78","Larvae","243"
"839","99","Adults","70"
"840","99","Adults","227"
"841","99","Adults","234"
"842","99","Eggs","152"
"843","99","Juveniles","29"
"844","99","Juveniles","44"
"845","99","Juveniles","86"
"846","99","Juveniles","212"
"847","99","Juveniles","140"
"848","99","Juveniles","188"
"849","99","Juveniles","214"
"850","99","Larvae","53"
"851","99","Larvae","243"
"852","81","Adults","70"
"853","81","Adults","227"
"854","81","Adults","234"
"855","81","Eggs","152"
"856","81","Juveniles","29"
"857","81","Juveniles","44"
"858","81","Juveniles","86"
"859","81","Juveniles","212"
"860","81","Juveniles","140"
"861","81","Juveniles","188"
"862","81","Juveniles","214"
"863","81","Larvae","53"
"864","81","Larvae","243"
"865","88","Adults","70"
"866","88","Adults","193"
"867","88","Adults","214"
"868","88","Adults","227"
"869","88","Adults","234"
"870","88","Eggs","152"
"871","88","Juveniles","29"
"872","88","Juveniles","44"
"873","88","Juveniles","86"
"874","88","Juveniles","212"
"875","88","Juveniles","140"
"876","88","Juveniles","188"
"877","88","Juveniles","214"
"878","88","Larvae","53"
"879","88","Larvae","243"
"880","128","Adults","70"
"881","128","Adults","193"
"882","128","Adults","227"
"883","128","Adults","234"
"884","128","Adults","285"
"885","128","Eggs","152"
"886","128","Juveniles","29"
"887","128","Juveniles","44"
"888","128","Juveniles","86"
"889","128","Juveniles","212"
"890","128","Juveniles","140"
"891","128","Juveniles","188"
"892","128","Juveniles","214"
"893","128","Larvae","53"
"894","128","Larvae","243"
"895","98","Adults","70"
"896","98","Adults","214"
"897","98","Adults","227"
"898","98","Adults","234"
"899","98","Eggs","152"
"900","98","Juveniles","29"
"901","98","Juveniles","44"
"902","98","Juveniles","86"
"903","98","Juveniles","212"
"904","98","Juveniles","140"
"905","98","Juveniles","188"
"906","98","Juveniles","214"
"907","98","Larvae","53"
"908","98","Larvae","243"
"909","93","Adults","70"
"910","93","Adults","193"
"911","93","Adults","227"
"912","93","Adults","234"
"913","93","Adults","285"
"914","93","Eggs","152"
"915","93","Juveniles","29"
"916","93","Juveniles","44"
"917","93","Juveniles","86"
"918","93","Juveniles","140"
"919","93","Juveniles","188"
"920","93","Juveniles","212"
"921","93","Juveniles","214"
"922","93","Juveniles","284"
"923","93","Larvae","53"
"924","93","Larvae","243"
"925","77","Adults","70"
"926","77","Adults","140"
"927","77","Adults","180"
"928","77","Adults","193"
"929","77","Adults","214"
"930","77","Adults","225"
"931","77","Adults","227"
"932","77","Adults","234"
"933","77","Adults","285"
"934","77","Eggs","152"
"935","77","Juveniles","29"
"936","77","Juveniles","44"
"937","77","Juveniles","86"
"938","77","Juveniles","212"
"939","77","Juveniles","140"
"940","77","Juveniles","188"
"941","77","Juveniles","214"
"942","77","Larvae","53"
"943","77","Larvae","243"
"944","103","Adults","41"
"945","103","Adults","70"
"946","103","Adults","193"
"947","103","Adults","227"
"948","103","Adults","234"
"949","103","Eggs","152"
"950","103","Juveniles","29"
"951","103","Juveniles","44"
"952","103","Juveniles","86"
"953","103","Juveniles","212"
"954","103","Juveniles","140"
"955","103","Juveniles","188"
"956","103","Juveniles","214"
"957","103","Larvae","53"
"958","103","Larvae","243"
"959","79","Adults","70"
"960","79","Adults","140"
"961","79","Adults","193"
"962","79","Adults","212"
"963","79","Adults","225"
"964","79","Adults","227"
"965","79","Adults","234"
"966","79","Eggs","152"
"967","79","Juveniles","29"
"968","79","Juveniles","30"
"969","79","Juveniles","33"
"970","79","Juveniles","44"
"971","79","Juveniles","86"
"972","79","Juveniles","97"
"973","79","Juveniles","212"
"974","79","Juveniles","122"
"975","79","Juveniles","140"
"976","79","Juveniles","159"
"977","79","Juveniles","188"
"978","79","Juveniles","214"
"979","79","Larvae","53"
"980","79","Larvae","243"
"981","82","Adults","70"
"982","82","Adults","140"
"983","82","Adults","193"
"984","82","Adults","227"
"985","82","Adults","234"
"986","82","Eggs","152"
"987","82","Juveniles","29"
"988","82","Juveniles","44"
"989","82","Juveniles","86"
"990","82","Juveniles","212"
"991","82","Juveniles","140"
"992","82","Juveniles","188"
"993","82","Juveniles","214"
"994","82","Larvae","53"
"995","82","Larvae","243"
"996","101","Adults","70"
"997","101","Adults","193"
"998","101","Adults","227"
"999","101","Adults","234"
"1000","101","Eggs","152"
"1001","101","Juveniles","29"
"1002","101","Juveniles","44"
"1003","101","Juveniles","86"
"1004","101","Juveniles","212"
"1005","101","Juveniles","140"
"1006","101","Juveniles","188"
"1007","101","Juveniles","214"
"1008","101","Larvae","53"
"1009","101","Larvae","243"
"1010","96","Adults","70"
"1011","96","Adults","193"
"1012","96","Adults","214"
"1013","96","Adults","227"
"1014","96","Adults","234"
"1015","96","Eggs","152"
"1016","96","Juveniles","29"
"1017","96","Juveniles","44"
"1018","96","Juveniles","86"
"1019","96","Juveniles","212"
"1020","96","Juveniles","140"
"1021","96","Juveniles","188"
"1022","96","Juveniles","214"
"1023","96","Larvae","53"
"1024","96","Larvae","243"
"1025","129","Adults","70"
"1026","129","Adults","140"
"1027","129","Adults","193"
"1028","129","Adults","214"
"1029","129","Adults","227"
"1030","129","Adults","234"
"1031","129","Adults","285"
"1032","129","Eggs","152"
"1033","129","Juveniles","29"
"1034","129","Juveniles","44"
"1035","129","Juveniles","86"
"1036","129","Juveniles","212"
"1037","129","Juveniles","140"
"1038","129","Juveniles","188"
"1039","129","Juveniles","214"
"1040","129","Larvae","53"
"1041","129","Larvae","243"
"1042","130","Adults","70"
"1043","130","Adults","193"
"1044","130","Adults","214"
"1045","130","Adults","227"
"1046","130","Adults","234"
"1047","130","Adults","285"
"1048","130","Eggs","152"
"1049","130","Juveniles","29"
"1050","130","Juveniles","44"
"1051","130","Juveniles","86"
"1052","130","Juveniles","212"
"1053","130","Juveniles","140"
"1054","130","Juveniles","188"
"1055","130","Juveniles","214"
"1056","130","Larvae","53"
"1057","130","Larvae","243"
"1058","86","Adults","70"
"1059","86","Adults","227"
"1060","86","Adults","234"
"1061","86","Eggs","152"
"1062","86","Juveniles","29"
"1063","86","Juveniles","44"
"1064","86","Juveniles","86"
"1065","86","Juveniles","212"
"1066","86","Juveniles","140"
"1067","86","Juveniles","188"
"1068","86","Juveniles","214"
"1069","86","Larvae","53"
"1070","86","Larvae","243"
"1071","94","Adults","70"
"1072","94","Adults","214"
"1073","94","Adults","227"
"1074","94","Adults","234"
"1075","94","Eggs","152"
"1076","94","Juveniles","29"
"1077","94","Juveniles","44"
"1078","94","Juveniles","86"
"1079","94","Juveniles","212"
"1080","94","Juveniles","140"
"1081","94","Juveniles","188"
"1082","94","Juveniles","214"
"1083","94","Larvae","53"
"1084","94","Larvae","243"
"1085","127","Adults","70"
"1086","127","Adults","227"
"1087","127","Adults","234"
"1088","127","Eggs","152"
"1089","127","Juveniles","29"
"1090","127","Juveniles","44"
"1091","127","Juveniles","86"
"1092","127","Juveniles","212"
"1093","127","Juveniles","140"
"1094","127","Juveniles","188"
"1095","127","Juveniles","214"
"1096","127","Larvae","53"
"1097","127","Larvae","243"
"1098","104","Adults","70"
"1099","104","Adults","193"
"1100","104","Adults","214"
"1101","104","Adults","227"
"1102","104","Adults","234"
"1103","104","Eggs","152"
