"ReferenceName","SpawningAreaID"
"842","264"
"1392","269"
"348","269"
"605","269"
"1048","269"
"981","269"
"577","269"
"906","269"
"194","269"
"8","269"
"506","269"
"100","268"
"1451","267"
"808","265"
"238","265"
"1110","266"
"8","266"
"1451","273"
"100","273"
"1451","272"
"965","272"
"842","272"
"808","270"
"849","274"
"842","274"
"1110","271"
"1451","277"
"1307","277"
"808","275"
"1473","275"
"795","275"
"1502","278"
"275","278"
"1473","278"
"1307","278"
"1110","276"
"1451","281"
"965","281"
"808","279"
"842","279"
"849","282"
"842","282"
"1110","280"
"849","284"
"842","284"
"1110","283"
"1012","285"
"1419","286"
"606","290"
"1201","290"
"100","290"
"506","290"
"1451","289"
"842","289"
"808","287"
"719","287"
"849","291"
"1307","291"
"842","291"
"1110","288"
"1419","295"
"1012","292"
"842","292"
"1419","293"
"1012","293"
"606","297"
"1201","297"
"102","297"
"1012","297"
"1451","296"
"842","296"
"1110","294"
"1451","299"
"842","299"
"849","300"
"842","300"
"1110","298"
"1152","304"
"1012","301"
"100","306"
"1419","302"
"1392","307"
"981","307"
"906","307"
"194","307"
"1451","305"
"1110","303"
"388","312"
"1012","308"
"388","309"
"1270","309"
"577","309"
"388","314"
"156","314"
"789","314"
"1451","313"
"808","310"
"238","310"
"1110","311"
"1500","311"
"842","311"
"1451","316"
"1074","316"
"424","316"
"1359","316"
"1307","316"
"842","316"
"808","315"
"238","315"
"849","318"
"965","318"
"1359","318"
"1307","318"
"842","318"
"459","317"
"1110","317"
"506","317"
"1073","317"
"1451","320"
"1374","320"
"942","320"
"424","320"
"1360","320"
"808","319"
"1374","319"
"1360","319"
"957","319"
"238","319"
"1307","319"
"594","322"
"459","321"
"577","321"
"1110","321"
"1500","321"
"506","321"
"934","321"
"842","321"
"1156","323"
"1012","323"
"842","323"
"1451","325"
"203","325"
"1110","326"
"506","326"
"808","324"
"1156","327"
"1012","327"
"842","327"
"981","330"
"1012","330"
"1419","328"
"1451","331"
"849","333"
"965","333"
"842","333"
"1110","332"
"1012","334"
"842","334"
"1451","340"
"1268","340"
"100","340"
"102","340"
"1167","339"
"1012","339"
"1451","337"
"1074","337"
"842","337"
"808","336"
"1268","341"
"1419","335"
"577","335"
"1110","338"
"6","338"
"1073","338"
"1012","342"
"1419","343"
"506","343"
"1451","345"
"1201","345"
"100","345"
"1451","344"
"808","346"
"957","346"
"831","348"
"1110","347"
"1451","350"
"842","350"
"808","349"
"562","349"
"849","352"
"275","352"
"965","352"
"842","352"
"1110","351"
"506","351"
"849","353"
"275","353"
"842","353"
"1152","354"
"1156","354"
"244","354"
"1012","354"
"842","354"
"1419","355"
"1392","360"
"348","360"
"506","360"
"1451","359"
"606","359"
"100","359"
"1451","358"
"808","356"
"424","357"
"1110","357"
"348","365"
"606","363"
"244","363"
"1451","362"
"244","362"
"244","364"
"1110","361"
"1419","366"
"577","366"
"506","366"
"1451","370"
"577","370"
"100","370"
"842","370"
"1451","369"
"1074","369"
"1466","369"
"842","369"
"719","367"
"849","371"
"842","371"
"1110","368"
"849","372"
"842","372"
"1451","375"
"808","373"
"838","373"
"836","376"
"849","374"
"1110","374"
"1406","374"
"842","374"
"941","377"
"1052","381"
"100","381"
"969","380"
"244","378"
"966","379"
"1213","379"
"691","379"
"1012","379"
"842","379"
"1052","386"
"100","386"
"969","385"
"145","384"
"1369","382"
"966","383"
"1213","383"
"691","383"
"842","383"
"424","427"
"232","427"
"1338","427"
"453","427"
"178","427"
"226","427"
"842","427"
"135","3"
"842","3"
"488","2"
"937","2"
"436","41"
"577","41"
"1423","41"
"528","41"
"506","41"
"842","41"
"436","47"
"951","47"
"51","47"
"1292","47"
"166","47"
"951","45"
"115","45"
"958","45"
"436","43"
"1343","43"
"1200","43"
"982","43"
"211","43"
"506","43"
"351","43"
"951","44"
"165","44"
"1203","44"
"351","44"
"951","42"
"59","42"
"1017","46"
"1019","46"
"951","46"
"79","46"
"426","46"
"351","46"
"842","46"
"129","55"
"59","53"
"424","56"
"1314","56"
"1180","56"
"779","56"
"351","54"
"489","57"
"577","57"
"483","57"
"1295","61"
"149","61"
"166","61"
"506","61"
"842","61"
"193","58"
"942","58"
"1295","59"
"518","59"
"958","59"
"842","59"
"424","60"
"149","60"
"364","105"
"958","105"
"488","106"
"1106","106"
"437","106"
"364","106"
"1382","106"
"351","106"
"758","106"
"443","106"
"842","106"
"1448","107"
"842","107"
"817","108"
"129","120"
"842","120"
"80","206"
"842","206"
"59","204"
"282","204"
"351","204"
"519","207"
"351","207"
"842","207"
"506","205"
"489","239"
"488","239"
"453","239"
"489","48"
"1388","51"
"506","51"
"842","51"
"577","50"
"351","50"
"1373","49"
"1347","52"
"351","52"
"842","52"
"1382","189"
"805","191"
"436","191"
"764","188"
"972","187"
"471","187"
"768","187"
"453","187"
"1469","187"
"842","190"
"842","38"
"244","38"
"577","38"
"1242","38"
"506","38"
"73","37"
"244","35"
"453","35"
"113","35"
"842","36"
"522","40"
"471","40"
"269","40"
"113","40"
"506","39"
"257","212"
"842","209"
"244","209"
"577","209"
"1382","209"
"506","209"
"506","208"
"244","214"
"577","214"
"257","214"
"1382","214"
"1330","214"
"842","215"
"113","213"
"967","210"
"584","211"
"842","211"
"244","211"
"577","211"
"453","211"
"842","62"
"244","62"
"577","62"
"23","62"
"244","68"
"257","68"
"842","66"
"244","66"
"257","66"
"571","66"
"258","69"
"506","63"
"967","64"
"257","65"
"542","65"
"1110","65"
"143","67"
"842","119"
"1382","116"
"427","117"
"1382","117"
"842","115"
"785","115"
"1382","115"
"424","118"
"842","122"
"244","122"
"506","122"
"661","123"
"506","123"
"244","128"
"577","128"
"1330","128"
"967","124"
"244","129"
"1212","127"
"842","126"
"842","125"
"244","235"
"244","238"
"880","238"
"895","238"
"244","237"
"577","237"
"1242","237"
"895","237"
"178","237"
"506","237"
"566","237"
"1330","237"
"967","234"
"842","236"
"1242","220"
"200","218"
"506","218"
"424","221"
"967","217"
"842","219"
"842","227"
"200","227"
"842","228"
"967","224"
"842","225"
"461","226"
"200","222"
"244","223"
"967","137"
"577","140"
"895","138"
"842","139"
"113","412"
"454","410"
"967","409"
"842","411"
"967","141"
"842","143"
"130","142"
"1429","144"
"967","76"
"1","81"
"84","80"
"982","77"
"84","77"
"178","77"
"211","77"
"842","78"
"439","79"
"884","94"
"483","95"
"287","96"
"1158","97"
"526","99"
"1478","100"
"1227","98"
"529","181"
"472","170"
"248","172"
"483","174"
"866","175"
"788","178"
"981","179"
"718","182"
"1425","180"
"1226","177"
"14","173"
"12","171"
"942","176"
"967","145"
"842","147"
"130","146"
"1429","148"
"1503","263"
"1504","263"
"1503","278"
"1504","278"
"1501","321"
"1501","311"
