"ReferenceName","HabitatID"
"107","92"
"652","92"
"485","92"
"416","92"
"890","92"
"203","92"
"889","92"
"1001","92"
"1195","92"
"1126","92"
"1350","92"
"725","92"
"1468","92"
"545","92"
"742","92"
"1307","92"
"842","92"
"1188","93"
"1447","1036"
"1194","1037"
"107","1037"
"652","1037"
"161","1037"
"890","1037"
"454","1037"
"506","1037"
"889","1037"
"1195","1037"
"1126","1037"
"725","1037"
"1468","1037"
"545","1037"
"319","1037"
"742","1037"
"268","1037"
"842","1037"
"653","636"
"895","637"
"967","637"
"453","637"
"454","637"
"842","639"
"964","639"
"391","640"
"653","641"
"653","642"
"391","638"
"453","634"
"967","635"
"391","635"
"18","979"
"18","974"
"454","974"
"18","975"
"454","975"
"817","973"
"18","294"
"443","976"
"817","976"
"439","977"
"982","977"
"439","971"
"817","970"
"443","969"
"1096","972"
"541","62"
"211","62"
"842","63"
"1159","63"
"967","64"
"1159","64"
"1346","64"
"443","64"
"436","65"
"541","39"
"350","39"
"654","39"
"1159","39"
"454","39"
"492","39"
"1346","39"
"436","40"
"436","41"
"211","41"
"967","42"
"541","42"
"1159","42"
"443","42"
"842","43"
"421","44"
"741","428"
"1382","429"
"487","429"
"1395","429"
"421","430"
"967","431"
"1111","432"
"1346","70"
"436","71"
"927","72"
"1382","73"
"1395","73"
"967","74"
"541","75"
"1346","75"
"443","51"
"621","52"
"1382","53"
"436","54"
"436","55"
"967","56"
"923","57"
"1112","426"
"1112","427"
"436","66"
"350","67"
"1382","68"
"541","69"
"1346","69"
"352","45"
"615","46"
"35","48"
"1382","49"
"654","50"
"436","47"
"817","417"
"967","418"
"436","58"
"817","59"
"842","60"
"230","60"
"350","60"
"967","61"
"352","27"
"615","28"
"492","29"
"350","29"
"236","29"
"436","29"
"541","30"
"817","31"
"1096","32"
"436","33"
"443","33"
"982","34"
"436","35"
"967","36"
"230","36"
"383","37"
"842","38"
"1428","910"
"211","910"
"1347","910"
"394","910"
"324","910"
"443","910"
"817","909"
"793","909"
"1275","909"
"610","909"
"230","909"
"1347","909"
"31","909"
"399","909"
"723","909"
"394","909"
"324","909"
"398","909"
"1095","909"
"443","909"
"1503","788"
"1504","788"
"1503","800"
"1504","800"
"157","831"
"1138","272"
