"ReferenceName","PredatorID"
"1341","128"
"1341","129"
"1341","130"
"1341","131"
"285","387"
"285","391"
"817","388"
"822","388"
"1220","388"
"1220","389"
"1220","390"
"1341","140"
"453","132"
"453","134"
"173","133"
"829","133"
"173","135"
"829","135"
"173","138"
"829","138"
"172","135"
"172","137"
"172","139"
"994","392"
"453","127"
"585","127"
"822","125"
"454","125"
"683","125"
"822","123"
"454","123"
"683","123"
"822","120"
"454","120"
"683","120"
"822","116"
"454","116"
"683","116"
"552","119"
"1337","115"
"842","114"
"842","116"
"842","118"
"842","120"
"842","122"
"842","123"
"842","125"
"822","382"
"454","383"
"454","385"
"454","376"
"1222","378"
"994","378"
"994","380"
"285","380"
"285","377"
"285","381"
"285","385"
"882","88"
"882","90"
"882","91"
"882","92"
"1033","89"
"185","277"
"185","278"
"380","86"
"380","87"
"1046","276"
"365","1206"
"365","1207"
"365","1208"
"365","1209"
"365","1210"
"365","1211"
"436","84"
"453","84"
"1081","84"
"436","271"
"1426","271"
"1414","271"
"954","271"
"1387","271"
"436","260"
"1426","260"
"1414","260"
"954","260"
"1387","260"
"436","261"
"1426","261"
"1414","261"
"954","261"
"1387","261"
"436","263"
"1426","263"
"1414","263"
"954","263"
"1387","263"
"436","270"
"1426","270"
"1414","270"
"954","270"
"1387","270"
"683","274"
"1046","265"
"1334","267"
"1339","267"
"842","273"
"842","259"
"842","271"
"842","267"
"842","263"
"842","262"
"842","266"
"842","269"
"842","274"
"453","497"
"453","498"
"453","499"
"683","1196"
"817","1198"
"1414","1198"
"1470","1200"
"365","1204"
"365","1203"
"365","1198"
"365","1200"
"842","1205"
"842","1202"
"842","1197"
"1466","769"
"1466","768"
"1466","784"
"1466","783"
"1466","797"
"1466","796"
"1466","812"
"1466","811"
"1466","825"
"1466","824"
"1466","838"
"1466","837"
"1466","851"
"1466","850"
"1466","864"
"1466","863"
"1466","879"
"1466","878"
"1466","894"
"1466","893"
"1466","908"
"1466","907"
"1466","924"
"1466","923"
"1466","943"
"1466","942"
"1466","958"
"1466","957"
"1466","980"
"1466","979"
"1466","995"
"1466","994"
"1466","1009"
"1466","1008"
"1466","1024"
"1466","1023"
"1466","1041"
"1466","1040"
"1466","1057"
"1466","1056"
"1466","1070"
"1466","1069"
"1466","1084"
"1466","1083"
"1466","1097"
"1466","1096"
"1466","1113"
"1466","1112"
"1466","1126"
"1466","1125"
"1466","1141"
"1466","1140"
"1466","1154"
"1466","1153"
"1466","1168"
"1466","1167"
"1466","1182"
"1466","1181"
"862","760"
"954","760"
"77","760"
"942","760"
"1130","760"
"20","760"
"1355","760"
"19","760"
"862","761"
"954","761"
"77","761"
"942","761"
"1130","761"
"20","761"
"1355","761"
"19","761"
"862","762"
"954","762"
"77","762"
"942","762"
"1130","762"
"20","762"
"1355","762"
"19","762"
"862","763"
"954","763"
"77","763"
"942","763"
"1130","763"
"20","763"
"1355","763"
"19","763"
"862","764"
"954","764"
"77","764"
"942","764"
"1130","764"
"20","764"
"1355","764"
"19","764"
"862","765"
"954","765"
"77","765"
"942","765"
"1130","765"
"20","765"
"1355","765"
"19","765"
"862","766"
"954","766"
"77","766"
"942","766"
"1130","766"
"20","766"
"1355","766"
"19","766"
"862","767"
"954","767"
"77","767"
"942","767"
"1130","767"
"20","767"
"1355","767"
"19","767"
"862","776"
"954","776"
"77","776"
"942","776"
"1130","776"
"20","776"
"1270","776"
"19","776"
"6","776"
"862","777"
"954","777"
"77","777"
"942","777"
"1130","777"
"20","777"
"1270","777"
"19","777"
"6","777"
"862","778"
"954","778"
"77","778"
"942","778"
"1130","778"
"20","778"
"1270","778"
"19","778"
"6","778"
"862","789"
"954","789"
"77","789"
"942","789"
"1130","789"
"20","789"
"619","789"
"19","789"
"244","789"
"862","790"
"954","790"
"77","790"
"942","790"
"1130","790"
"20","790"
"619","790"
"19","790"
"244","790"
"862","791"
"954","791"
"77","791"
"942","791"
"1130","791"
"20","791"
"619","791"
"19","791"
"244","791"
"862","792"
"954","792"
"77","792"
"942","792"
"1130","792"
"20","792"
"619","792"
"19","792"
"244","792"
"862","793"
"954","793"
"77","793"
"942","793"
"1130","793"
"20","793"
"619","793"
"19","793"
"244","793"
"862","794"
"954","794"
"77","794"
"942","794"
"1130","794"
"20","794"
"619","794"
"19","794"
"244","794"
"862","795"
"954","795"
"77","795"
"942","795"
"1130","795"
"20","795"
"619","795"
"19","795"
"244","795"
"862","779"
"954","779"
"77","779"
"942","779"
"1130","779"
"20","779"
"1270","779"
"19","779"
"6","779"
"862","780"
"954","780"
"77","780"
"942","780"
"1130","780"
"20","780"
"1270","780"
"19","780"
"6","780"
"862","781"
"954","781"
"77","781"
"942","781"
"1130","781"
"20","781"
"1270","781"
"19","781"
"6","781"
"862","782"
"954","782"
"77","782"
"942","782"
"1130","782"
"20","782"
"1270","782"
"19","782"
"6","782"
"862","804"
"954","804"
"77","804"
"942","804"
"1130","804"
"20","804"
"1270","804"
"19","804"
"556","804"
"862","805"
"954","805"
"77","805"
"942","805"
"1130","805"
"20","805"
"1270","805"
"19","805"
"556","805"
"862","806"
"954","806"
"77","806"
"942","806"
"1130","806"
"20","806"
"1270","806"
"19","806"
"556","806"
"862","807"
"954","807"
"77","807"
"942","807"
"1130","807"
"20","807"
"1270","807"
"19","807"
"556","807"
"862","808"
"954","808"
"77","808"
"942","808"
"1130","808"
"20","808"
"1270","808"
"19","808"
"556","808"
"862","809"
"954","809"
"77","809"
"942","809"
"1130","809"
"20","809"
"1270","809"
"19","809"
"556","809"
"862","810"
"954","810"
"77","810"
"942","810"
"1130","810"
"20","810"
"1270","810"
"19","810"
"556","810"
"862","817"
"954","817"
"77","817"
"942","817"
"1130","817"
"20","817"
"19","817"
"862","818"
"954","818"
"77","818"
"942","818"
"1130","818"
"20","818"
"19","818"
"862","819"
"954","819"
"77","819"
"942","819"
"1130","819"
"20","819"
"19","819"
"862","820"
"954","820"
"77","820"
"942","820"
"1130","820"
"20","820"
"19","820"
"862","821"
"954","821"
"77","821"
"942","821"
"1130","821"
"20","821"
"19","821"
"862","822"
"954","822"
"77","822"
"942","822"
"1130","822"
"20","822"
"19","822"
"862","823"
"954","823"
"77","823"
"942","823"
"1130","823"
"20","823"
"19","823"
"862","830"
"954","830"
"77","830"
"942","830"
"1130","830"
"20","830"
"19","830"
"619","830"
"862","831"
"954","831"
"77","831"
"942","831"
"1130","831"
"20","831"
"19","831"
"619","831"
"862","832"
"954","832"
"77","832"
"942","832"
"1130","832"
"20","832"
"19","832"
"619","832"
"862","833"
"954","833"
"77","833"
"942","833"
"1130","833"
"20","833"
"19","833"
"619","833"
"862","834"
"954","834"
"77","834"
"942","834"
"1130","834"
"20","834"
"19","834"
"619","834"
"862","835"
"954","835"
"77","835"
"942","835"
"1130","835"
"20","835"
"19","835"
"619","835"
"862","836"
"954","836"
"77","836"
"942","836"
"1130","836"
"20","836"
"19","836"
"619","836"
"862","843"
"954","843"
"77","843"
"942","843"
"1130","843"
"20","843"
"19","843"
"862","844"
"954","844"
"77","844"
"942","844"
"1130","844"
"20","844"
"19","844"
"862","845"
"954","845"
"77","845"
"942","845"
"1130","845"
"20","845"
"19","845"
"862","846"
"954","846"
"77","846"
"942","846"
"1130","846"
"20","846"
"19","846"
"862","847"
"954","847"
"77","847"
"942","847"
"1130","847"
"20","847"
"19","847"
"862","848"
"954","848"
"77","848"
"942","848"
"1130","848"
"20","848"
"19","848"
"862","849"
"954","849"
"77","849"
"942","849"
"1130","849"
"20","849"
"19","849"
"862","856"
"954","856"
"77","856"
"942","856"
"1130","856"
"20","856"
"19","856"
"862","857"
"954","857"
"77","857"
"942","857"
"1130","857"
"20","857"
"19","857"
"862","858"
"954","858"
"77","858"
"942","858"
"1130","858"
"20","858"
"19","858"
"862","859"
"954","859"
"77","859"
"942","859"
"1130","859"
"20","859"
"19","859"
"862","860"
"954","860"
"77","860"
"942","860"
"1130","860"
"20","860"
"19","860"
"862","861"
"954","861"
"77","861"
"942","861"
"1130","861"
"20","861"
"19","861"
"862","862"
"954","862"
"77","862"
"942","862"
"1130","862"
"20","862"
"19","862"
"862","871"
"954","871"
"77","871"
"942","871"
"1130","871"
"20","871"
"19","871"
"862","872"
"954","872"
"77","872"
"942","872"
"1130","872"
"20","872"
"19","872"
"862","873"
"954","873"
"77","873"
"942","873"
"1130","873"
"20","873"
"19","873"
"862","874"
"954","874"
"77","874"
"942","874"
"1130","874"
"20","874"
"19","874"
"862","875"
"954","875"
"77","875"
"942","875"
"1130","875"
"20","875"
"19","875"
"862","876"
"954","876"
"77","876"
"942","876"
"1130","876"
"20","876"
"19","876"
"862","877"
"954","877"
"77","877"
"942","877"
"1130","877"
"20","877"
"19","877"
"842","23"
"842","24"
"326","25"
"326","26"
"326","27"
"1022","20"
"1282","21"
"453","22"
"1317","442"
"1317","443"
"453","443"
"487","443"
"541","443"
"487","446"
"541","446"
"331","446"
"487","448"
"541","448"
"453","448"
"487","450"
"541","450"
"1317","450"
"331","450"
"1317","453"
"487","454"
"541","454"
"453","454"
"487","456"
"541","456"
"453","456"
"492","50"
"492","51"
"453","463"
"453","464"
"453","465"
"453","466"
"1346","82"
"1346","83"
"487","458"
"453","458"
"487","459"
"453","459"
"487","460"
"453","460"
"487","461"
"453","461"
"487","462"
"453","462"
"1346","80"
"1346","81"
"829","52"
"453","434"
"453","436"
"453","438"
"453","441"
"842","435"
"331","437"
"331","439"
"842","440"
"842","53"
"842","54"
"842","58"
"842","61"
"842","66"
"842","67"
"842","69"
"842","72"
"842","75"
"842","77"
"230","65"
"230","77"
"436","77"
"436","63"
"230","63"
"436","73"
"436","71"
"436","70"
"436","54"
"436","60"
"436","67"
"582","56"
"582","59"
"582","75"
"1339","62"
"1334","62"
"770","74"
"842","31"
"842","33"
"842","36"
"842","39"
"842","44"
"230","41"
"230","42"
"230","43"
"829","45"
"492","30"
"492","47"
"436","41"
"443","41"
"436","46"
"443","46"
"436","37"
"443","37"
"376","32"
"582","34"
"582","38"
"582","48"
"1339","39"
"1046","34"
"311","712"
"311","713"
"1334","714"
"1022","696"
"1339","696"
"1334","696"
"842","699"
"842","700"
"842","689"
"842","703"
"842","709"
"842","705"
"842","695"
"842","702"
"842","692"
"842","711"
"842","691"
"842","686"
"842","704"
"453","707"
"453","694"
"453","698"
"453","708"
"453","701"
"673","707"
"376","687"
"582","711"
"582","690"
"582","693"
"585","689"
"842","1195"
"1285","1192"
"453","1192"
"1285","1193"
"453","1193"
"1285","1194"
"453","1194"
"304","299"
"304","300"
"304","301"
"304","302"
"974","303"
"974","304"
"842","297"
"842","298"
"802","745"
"802","746"
"802","750"
"802","751"
"1079","747"
"682","748"
"205","748"
"494","748"
"495","748"
"913","748"
"682","749"
"517","421"
"517","424"
"873","423"
"933","402"
"287","405"
"287","431"
"1042","432"
"1336","427"
"1336","425"
"1336","418"
"1336","428"
"376","429"
"1339","430"
"1046","420"
"582","420"
"1334","425"
"582","433"
"842","752"
"842","753"
"842","754"
"842","755"
"517","404"
"517","407"
"873","406"
"933","403"
"287","422"
"287","415"
"1042","416"
"1336","411"
"1336","410"
"1022","410"
"1336","401"
"1336","412"
"1339","414"
"376","413"
"582","402"
"582","417"
"1334","410"
"842","741"
"842","742"
"842","743"
"842","744"
"810","1320"
"810","1321"
"810","1322"
"751","1249"
"751","1250"
"751","1251"
"842","112"
"1100","318"
"842","317"
"842","295"
"842","111"
"842","724"
"436","1317"
"244","1318"
"842","516"
"842","517"
"244","253"
"244","254"
"244","255"
"244","256"
"261","1240"
"749","1241"
"749","1242"
"749","1243"
"751","1245"
"261","1246"
"261","1247"
"261","1243"
"842","1253"
"842","293"
"842","294"
"842","110"
"842","1324"
"842","669"
"842","310"
"842","311"
"842","312"
"842","313"
"842","314"
"842","315"
"244","316"
"397","4"
"397","9"
"937","16"
"937","17"
"397","18"
"397","197"
"454","226"
"454","227"
"397","228"
"632","228"
"622","228"
"627","228"
"626","228"
"1181","228"
"397","229"
"632","229"
"622","229"
"627","229"
"626","229"
"1181","229"
"842","231"
"397","332"
"397","649"
"397","737"
"397","209"
"453","1"
"842","1"
"453","2"
"842","2"
"954","6"
"842","6"
"954","7"
"842","7"
"937","11"
"937","12"
"937","13"
"1282","14"
"436","176"
"1017","176"
"683","176"
"1347","176"
"194","176"
"922","176"
"1193","176"
"454","176"
"351","176"
"842","176"
"436","178"
"1017","178"
"683","178"
"1347","178"
"194","178"
"922","178"
"1193","178"
"454","178"
"351","178"
"842","178"
"436","189"
"1017","189"
"683","189"
"1347","189"
"194","189"
"922","189"
"1193","189"
"454","189"
"351","189"
"842","189"
"436","185"
"1017","185"
"683","185"
"1347","185"
"194","185"
"922","185"
"1193","185"
"454","185"
"351","185"
"842","185"
"436","191"
"1017","191"
"683","191"
"1347","191"
"194","191"
"922","191"
"1193","191"
"454","191"
"351","191"
"842","191"
"436","182"
"1017","182"
"683","182"
"1347","182"
"194","182"
"922","182"
"1193","182"
"454","182"
"351","182"
"842","182"
"436","194"
"1017","194"
"683","194"
"1347","194"
"194","194"
"922","194"
"1193","194"
"454","194"
"351","194"
"842","194"
"436","195"
"1017","195"
"683","195"
"1347","195"
"194","195"
"922","195"
"1193","195"
"454","195"
"351","195"
"842","195"
"436","187"
"1017","187"
"683","187"
"1347","187"
"194","187"
"922","187"
"1193","187"
"454","187"
"351","187"
"842","187"
"436","175"
"1017","175"
"683","175"
"1347","175"
"194","175"
"922","175"
"1193","175"
"454","175"
"351","175"
"842","175"
"436","193"
"1017","193"
"683","193"
"1347","193"
"194","193"
"922","193"
"1193","193"
"454","193"
"351","193"
"842","193"
"436","180"
"1017","180"
"683","180"
"1347","180"
"194","180"
"922","180"
"1193","180"
"454","180"
"351","180"
"842","180"
"1282","192"
"1022","185"
"1336","185"
"1334","185"
"351","184"
"115","184"
"842","184"
"954","190"
"1046","179"
"582","179"
"1046","183"
"582","183"
"842","177"
"842","174"
"842","181"
"842","188"
"683","211"
"607","211"
"454","211"
"683","215"
"607","215"
"454","215"
"683","220"
"607","220"
"454","220"
"683","223"
"607","223"
"454","223"
"683","224"
"607","224"
"454","224"
"1282","222"
"552","217"
"582","213"
"582","216"
"443","219"
"842","217"
"842","212"
"842","214"
"582","232"
"607","233"
"25","233"
"194","233"
"607","235"
"25","235"
"194","235"
"607","236"
"25","236"
"194","236"
"607","237"
"25","237"
"194","237"
"607","238"
"25","238"
"194","238"
"582","234"
"394","240"
"683","320"
"842","321"
"582","322"
"842","323"
"582","324"
"817","325"
"351","325"
"443","325"
"817","326"
"351","326"
"443","326"
"817","330"
"351","330"
"443","330"
"842","327"
"954","328"
"1282","329"
"582","334"
"582","335"
"1282","336"
"683","637"
"230","637"
"1347","637"
"683","638"
"230","638"
"1347","638"
"683","645"
"230","645"
"1347","645"
"683","647"
"230","647"
"1347","647"
"842","639"
"1046","640"
"842","641"
"842","642"
"954","643"
"1282","644"
"585","646"
"683","730"
"842","731"
"582","732"
"842","733"
"954","734"
"1282","735"
"683","199"
"194","199"
"683","207"
"194","207"
"842","200"
"582","201"
"842","202"
"842","203"
"1022","203"
"1334","203"
"842","205"
"954","206"
"244","247"
"244","248"
"244","719"
"244","720"
"453","155"
"453","156"
"453","157"
"244","667"
"244","668"
"800","619"
"40","620"
"436","620"
"244","620"
"244","251"
"244","252"
"244","399"
"244","400"
"244","722"
"244","723"
"33","590"
"33","591"
"33","592"
"814","152"
"814","153"
"814","154"
"471","172"
"471","173"
"244","659"
"244","660"
"244","661"
"244","663"
"244","664"
"584","665"
"244","666"
"584","663"
"1150","607"
"47","607"
"1150","611"
"47","611"
"1150","616"
"47","616"
"1333","608"
"1333","610"
"1333","612"
"1333","615"
"1333","617"
"1333","618"
"40","614"
"436","614"
"40","609"
"436","609"
"40","613"
"436","613"
"244","617"
"1","249"
"1","250"
"453","371"
"453","372"
"453","373"
"244","397"
"244","398"
"244","721"
"829","672"
"1","683"
"1","684"
"1","685"
"1","677"
"1","678"
"1","679"
"842","582"
"436","582"
"842","585"
"436","585"
"842","586"
"436","586"
"550","583"
"550","584"
"550","587"
"550","588"
"842","141"
"842","142"
"842","143"
"842","144"
"842","145"
"842","146"
"842","147"
"1339","148"
"842","149"
"842","150"
"842","151"
"842","158"
"471","166"
"471","167"
"454","160"
"842","164"
"842","168"
"842","171"
"454","163"
"454","169"
"454","170"
"454","162"
"1339","164"
"1334","164"
"1046","159"
"842","651"
"842","654"
"842","652"
"244","655"
"244","656"
"244","657"
"244","658"
"1022","652"
"1336","652"
"1339","652"
"436","598"
"40","598"
"436","600"
"40","600"
"436","604"
"40","604"
"842","593"
"842","594"
"842","595"
"842","596"
"1022","597"
"1336","597"
"1339","597"
"1334","597"
"592","599"
"592","602"
"592","603"
"592","604"
"592","606"
"842","242"
"1339","242"
"244","243"
"244","244"
"244","245"
"244","246"
"436","367"
"436","368"
"453","368"
"436","369"
"453","369"
"436","370"
"453","370"
"1022","393"
"244","394"
"244","395"
"244","396"
"582","715"
"244","716"
"244","717"
"244","718"
"869","680"
"869","681"
"869","682"
"869","674"
"869","675"
"869","676"
"842","673"
"585","467"
"1339","468"
"471","1335"
"1305","1258"
"1305","1261"
"1305","1262"
"1305","1264"
"1305","1265"
"1305","1267"
"842","1259"
"842","1260"
"842","1263"
"842","1266"
"1269","469"
"1269","478"
"130","470"
"130","471"
"130","472"
"130","473"
"130","474"
"130","475"
"130","476"
"130","477"
"130","479"
"130","481"
"130","482"
"130","483"
"130","484"
"130","485"
"130","486"
"130","487"
"130","488"
"130","489"
"842","286"
"550","281"
"550","285"
"211","281"
"211","279"
"376","280"
"582","283"
"582","284"
"842","28"
"1216","1327"
"1216","1328"
"788","532"
"788","546"
"515","546"
"981","546"
"981","531"
"788","550"
"788","544"
"248","544"
"866","544"
"515","544"
"981","544"
"788","542"
"718","536"
"981","536"
"788","534"
"248","534"
"515","534"
"981","534"
"788","535"
"248","535"
"515","535"
"981","535"
"866","549"
"515","547"
"866","528"
"788","545"
"981","545"
"788","540"
"515","540"
"862","886"
"954","886"
"77","886"
"942","886"
"1130","886"
"20","886"
"19","886"
"862","887"
"954","887"
"77","887"
"942","887"
"1130","887"
"20","887"
"19","887"
"862","888"
"954","888"
"77","888"
"942","888"
"1130","888"
"20","888"
"19","888"
"862","889"
"954","889"
"77","889"
"942","889"
"1130","889"
"20","889"
"19","889"
"862","890"
"954","890"
"77","890"
"942","890"
"1130","890"
"20","890"
"19","890"
"862","891"
"954","891"
"77","891"
"942","891"
"1130","891"
"20","891"
"19","891"
"862","892"
"954","892"
"77","892"
"942","892"
"1130","892"
"20","892"
"19","892"
"862","900"
"954","900"
"77","900"
"942","900"
"1130","900"
"20","900"
"19","900"
"862","901"
"954","901"
"77","901"
"942","901"
"1130","901"
"20","901"
"19","901"
"862","902"
"954","902"
"77","902"
"942","902"
"1130","902"
"20","902"
"19","902"
"862","903"
"954","903"
"77","903"
"942","903"
"1130","903"
"20","903"
"19","903"
"862","904"
"954","904"
"77","904"
"942","904"
"1130","904"
"20","904"
"19","904"
"862","905"
"954","905"
"77","905"
"942","905"
"1130","905"
"20","905"
"19","905"
"862","906"
"954","906"
"77","906"
"942","906"
"1130","906"
"20","906"
"19","906"
"862","915"
"954","915"
"77","915"
"942","915"
"1130","915"
"20","915"
"19","915"
"1156","915"
"862","916"
"954","916"
"77","916"
"942","916"
"1130","916"
"20","916"
"19","916"
"1156","916"
"862","917"
"954","917"
"77","917"
"942","917"
"1130","917"
"20","917"
"19","917"
"1156","917"
"862","918"
"954","918"
"77","918"
"942","918"
"1130","918"
"20","918"
"19","918"
"1156","918"
"862","919"
"954","919"
"77","919"
"942","919"
"1130","919"
"20","919"
"19","919"
"1156","919"
"862","920"
"954","920"
"77","920"
"942","920"
"1130","920"
"20","920"
"19","920"
"1156","920"
"862","921"
"954","921"
"77","921"
"942","921"
"1130","921"
"20","921"
"19","921"
"1156","921"
"862","922"
"954","922"
"77","922"
"942","922"
"1130","922"
"20","922"
"19","922"
"1156","922"
"862","935"
"954","935"
"77","935"
"942","935"
"1130","935"
"20","935"
"19","935"
"1270","935"
"1500","935"
"468","935"
"429","935"
"862","936"
"954","936"
"77","936"
"942","936"
"1130","936"
"20","936"
"19","936"
"1270","936"
"1500","936"
"468","936"
"429","936"
"862","937"
"954","937"
"77","937"
"942","937"
"1130","937"
"20","937"
"19","937"
"1270","937"
"1500","937"
"468","937"
"429","937"
"862","938"
"954","938"
"77","938"
"942","938"
"1130","938"
"20","938"
"19","938"
"1270","938"
"1500","938"
"468","938"
"429","938"
"862","939"
"954","939"
"77","939"
"942","939"
"1130","939"
"20","939"
"19","939"
"1270","939"
"1500","939"
"468","939"
"429","939"
"862","940"
"954","940"
"77","940"
"942","940"
"1130","940"
"20","940"
"19","940"
"1270","940"
"1500","940"
"468","940"
"429","940"
"862","941"
"954","941"
"77","941"
"942","941"
"1130","941"
"20","941"
"19","941"
"1270","941"
"1500","941"
"468","941"
"429","941"
"862","950"
"954","950"
"77","950"
"942","950"
"1130","950"
"20","950"
"19","950"
"683","950"
"862","951"
"954","951"
"77","951"
"942","951"
"1130","951"
"20","951"
"19","951"
"683","951"
"862","952"
"954","952"
"77","952"
"942","952"
"1130","952"
"20","952"
"19","952"
"683","952"
"862","953"
"954","953"
"77","953"
"942","953"
"1130","953"
"20","953"
"19","953"
"683","953"
"862","954"
"954","954"
"77","954"
"942","954"
"1130","954"
"20","954"
"19","954"
"683","954"
"862","955"
"954","955"
"77","955"
"942","955"
"1130","955"
"20","955"
"19","955"
"683","955"
"862","956"
"954","956"
"77","956"
"942","956"
"1130","956"
"20","956"
"19","956"
"683","956"
"862","967"
"954","967"
"77","967"
"942","967"
"1130","967"
"20","967"
"19","967"
"1500","967"
"468","967"
"842","967"
"862","970"
"954","970"
"77","970"
"942","970"
"1130","970"
"20","970"
"19","970"
"1500","970"
"468","970"
"842","970"
"862","971"
"954","971"
"77","971"
"942","971"
"1130","971"
"20","971"
"19","971"
"1500","971"
"468","971"
"842","971"
"862","973"
"954","973"
"77","973"
"942","973"
"1130","973"
"20","973"
"19","973"
"1500","973"
"468","973"
"842","973"
"862","975"
"954","975"
"77","975"
"942","975"
"1130","975"
"20","975"
"19","975"
"1500","975"
"468","975"
"842","975"
"561","968"
"152","968"
"561","969"
"152","969"
"561","972"
"152","972"
"561","974"
"152","974"
"561","976"
"152","976"
"862","977"
"954","977"
"77","977"
"942","977"
"1130","977"
"20","977"
"19","977"
"1500","977"
"468","977"
"842","977"
"862","978"
"954","978"
"77","978"
"942","978"
"1130","978"
"20","978"
"19","978"
"1500","978"
"468","978"
"842","978"
"862","987"
"954","987"
"77","987"
"942","987"
"1130","987"
"20","987"
"19","987"
"862","988"
"954","988"
"77","988"
"942","988"
"1130","988"
"20","988"
"19","988"
"862","989"
"954","989"
"77","989"
"942","989"
"1130","989"
"20","989"
"19","989"
"862","990"
"954","990"
"77","990"
"942","990"
"1130","990"
"20","990"
"19","990"
"862","991"
"954","991"
"77","991"
"942","991"
"1130","991"
"20","991"
"19","991"
"862","992"
"954","992"
"77","992"
"942","992"
"1130","992"
"20","992"
"19","992"
"862","993"
"954","993"
"77","993"
"942","993"
"1130","993"
"20","993"
"19","993"
"862","1001"
"954","1001"
"77","1001"
"942","1001"
"1130","1001"
"20","1001"
"19","1001"
"862","1002"
"954","1002"
"77","1002"
"942","1002"
"1130","1002"
"20","1002"
"19","1002"
"862","1003"
"954","1003"
"77","1003"
"942","1003"
"1130","1003"
"20","1003"
"19","1003"
"862","1004"
"954","1004"
"77","1004"
"942","1004"
"1130","1004"
"20","1004"
"19","1004"
"862","1005"
"954","1005"
"77","1005"
"942","1005"
"1130","1005"
"20","1005"
"19","1005"
"862","1006"
"954","1006"
"77","1006"
"942","1006"
"1130","1006"
"20","1006"
"19","1006"
"862","1007"
"954","1007"
"77","1007"
"942","1007"
"1130","1007"
"20","1007"
"19","1007"
"862","1016"
"954","1016"
"77","1016"
"942","1016"
"1130","1016"
"20","1016"
"19","1016"
"862","1017"
"954","1017"
"77","1017"
"942","1017"
"1130","1017"
"20","1017"
"19","1017"
"862","1018"
"954","1018"
"77","1018"
"942","1018"
"1130","1018"
"20","1018"
"19","1018"
"862","1019"
"954","1019"
"77","1019"
"942","1019"
"1130","1019"
"20","1019"
"19","1019"
"862","1020"
"954","1020"
"77","1020"
"942","1020"
"1130","1020"
"20","1020"
"19","1020"
"862","1021"
"954","1021"
"77","1021"
"942","1021"
"1130","1021"
"20","1021"
"19","1021"
"862","1022"
"954","1022"
"77","1022"
"942","1022"
"1130","1022"
"20","1022"
"19","1022"
"862","1033"
"954","1033"
"77","1033"
"942","1033"
"1130","1033"
"20","1033"
"19","1033"
"468","1033"
"6","1033"
"862","1034"
"954","1034"
"77","1034"
"942","1034"
"1130","1034"
"20","1034"
"19","1034"
"468","1034"
"6","1034"
"862","1035"
"954","1035"
"77","1035"
"942","1035"
"1130","1035"
"20","1035"
"19","1035"
"468","1035"
"6","1035"
"862","1036"
"954","1036"
"77","1036"
"942","1036"
"1130","1036"
"20","1036"
"19","1036"
"468","1036"
"6","1036"
"862","1037"
"954","1037"
"77","1037"
"942","1037"
"1130","1037"
"20","1037"
"19","1037"
"468","1037"
"6","1037"
"862","1038"
"954","1038"
