"source","table","category","species","year","landings_lb","value_usd"
"FB 181","Table 4b","Rockfish","Rockfish, darkblotched",1999,1259,423
"FB 181","Table 4b","Rockfish","Rockfish, flag",1992,9,8
"FB 181","Table 4b","Rockfish","Rockfish, flag",1993,1943,4167
"FB 181","Table 4b","Rockfish","Rockfish, flag",1994,180,243
"FB 181","Table 4b","Rockfish","Rockfish, flag",1995,1005,890
"FB 181","Table 4b","Rockfish","Rockfish, flag",1996,18,20
"FB 181","Table 4b","Rockfish","Rockfish, flag",1997,130,52
"FB 181","Table 4b","Rockfish","Rockfish, flag",1998,170,72
"FB 181","Table 4b","Rockfish","Rockfish, flag",1999,1,5
"FB 181","Table 4b","Rockfish","Rockfish, gopher",1988,13,13
"FB 181","Table 4b","Rockfish","Rockfish, gopher",1989,28,30
"FB 181","Table 4b","Rockfish","Rockfish, gopher",1990,91,91
"FB 181","Table 4b","Rockfish","Rockfish, gopher",1991,5,4
"FB 181","Table 4b","Rockfish","Rockfish, gopher",1992,7449,9857
"FB 181","Table 4b","Rockfish","Rockfish, gopher",1993,350,732
"FB 181","Table 4b","Rockfish","Rockfish, gopher",1994,31337,35686
"FB 181","Table 4b","Rockfish","Rockfish, gopher",1995,17327,36382
"FB 181","Table 4b","Rockfish","Rockfish, gopher",1996,12095,20199
"FB 181","Table 4b","Rockfish","Rockfish, gopher",1997,19409,48483
"FB 181","Table 4b","Rockfish","Rockfish, gopher",1998,23477,66295
"FB 181","Table 4b","Rockfish","Rockfish, gopher",1999,93449,330711
"FB 181","Table 4b","Rockfish","Rockfish, grass",1991,3653,3658
"FB 181","Table 4b","Rockfish","Rockfish, grass",1992,11267,15694
"FB 181","Table 4b","Rockfish","Rockfish, grass",1993,22139,72514
"FB 181","Table 4b","Rockfish","Rockfish, grass",1994,72601,293826
"FB 181","Table 4b","Rockfish","Rockfish, grass",1995,108714,506216
"FB 181","Table 4b","Rockfish","Rockfish, grass",1996,93276,425433
"FB 181","Table 4b","Rockfish","Rockfish, grass",1997,87829,408586
"FB 181","Table 4b","Rockfish","Rockfish, grass",1998,92196,446713
"FB 181","Table 4b","Rockfish","Rockfish, grass",1999,59258,299142
"FB 181","Table 4b","Rockfish","Rockfish, greenblotched",1990,5,2
"FB 181","Table 4b","Rockfish","Rockfish, greenblotched",1998,19,10
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted",1988,541,352
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted",1989,935,608
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted",1990,104,81
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted",1991,2886,2024
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted",1992,29605,19081
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted",1993,9323,6391
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted",1994,33381,32441
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted",1995,15356,13614
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted",1996,41785,38603
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted",1997,44779,32572
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted",1998,27160,19464
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted",1999,13523,14335
"FB 181","Table 4b","Rockfish","Rockfish, greenstriped",1991,1045,523
"FB 181","Table 4b","Rockfish","Rockfish, greenstriped",1992,1686,765
"FB 181","Table 4b","Rockfish","Rockfish, greenstriped",1993,1643,721
"FB 181","Table 4b","Rockfish","Rockfish, greenstriped",1994,3140,1115
"FB 181","Table 4b","Rockfish","Rockfish, greenstriped",1995,4219,1280
"FB 181","Table 4b","Rockfish","Rockfish, greenstriped",1996,1529,381
"FB 181","Table 4b","Rockfish","Rockfish, greenstriped",1997,1909,520
"FB 181","Table 4b","Rockfish","Rockfish, greenstriped",1998,7317,5436
"FB 181","Table 4b","Rockfish","Rockfish, greenstriped",1999,1781,1129
"FB 181","Table 4b","Rockfish","Rockfish, group black/blue",1994,10309,5545
"FB 181","Table 4b","Rockfish","Rockfish, group black/blue",1995,384,404
"FB 181","Table 4b","Rockfish","Rockfish, group black/blue",1996,2226,1173
"FB 181","Table 4b","Rockfish","Rockfish, group black/blue",1997,8192,4503
"FB 181","Table 4b","Rockfish","Rockfish, group black/blue",1998,2695,1414
"FB 181","Table 4b","Rockfish","Rockfish, group black/blue",1999,487,449
"FB 181","Table 4b","Rockfish","Rockfish, group bocaccio/chilipepper",1987,5029299,1994719
"FB 181","Table 4b","Rockfish","Rockfish, group bocaccio/chilipepper",1988,4023948,1524876
"FB 181","Table 4b","Rockfish","Rockfish, group bocaccio/chilipepper",1989,4139424,1494614
"FB 181","Table 4b","Rockfish","Rockfish, group bocaccio/chilipepper",1990,3851594,1409842
"FB 181","Table 4b","Rockfish","Rockfish, group bocaccio/chilipepper",1991,23127,9490
"FB 181","Table 4b","Rockfish","Rockfish, group bocaccio/chilipepper",1992,10674,3546
"FB 181","Table 4b","Rockfish","Rockfish, group bocaccio/chilipepper",1993,15472,5599
"FB 181","Table 4b","Rockfish","Rockfish, group bocaccio/chilipepper",1997,542,325
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1987,96714,84516
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1988,144545,138407
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1989,168133,178366
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1990,135187,141807
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1991,203945,244180
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1992,162079,207895
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1993,103485,175393
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1994,73926,152424
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1995,56229,111308
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1996,97338,206527
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1997,126021,241731
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1998,125799,263417
"FB 181","Table 4b","Rockfish","Rockfish, group bolina",1999,99723,313006
"FB 181","Table 4b","Rockfish","Rockfish, group canary/vermilion",1994,147,117
"FB 181","Table 4b","Rockfish","Rockfish, group canary/vermilion",1995,227,204
"FB 181","Table 4b","Rockfish","Rockfish, group canary/vermilion",1996,33,30
"FB 181","Table 4b","Rockfish","Rockfish, group canary/vermilion",1997,58,123
"FB 181","Table 4b","Rockfish","Rockfish, group canary/vermilion",1999,164,148
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds",1987,1876,814
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds",1990,578,282
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds",1991,257,84
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds",1992,1063,433
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds",1993,500,150
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds",1994,2368,1637
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds",1995,36572,17129
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds",1996,6138,3793
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds",1997,4332,3375
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds",1998,379,178
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1987,95702,113252
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1988,156017,198064
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1989,129756,150127
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1990,134073,154259
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1991,183256,224407
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1992,172256,251517
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1993,170080,256801
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1994,147069,258739
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1995,167911,342448
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1996,221320,530940
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1997,141795,356083
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1998,135196,359805
"FB 181","Table 4b","Rockfish","Rockfish, group gopher",1999,28471,94691
"FB 181","Table 4b","Rockfish","Rockfish, group nearshore",1999,129,468
"FB 181","Table 4b","Rockfish","Rockfish, group red",1987,1670231,1065156
"FB 181","Table 4b","Rockfish","Rockfish, group red",1988,2045468,1366042
"FB 181","Table 4b","Rockfish","Rockfish, group red",1989,2623973,1891067
"FB 181","Table 4b","Rockfish","Rockfish, group red",1990,2804469,1811606
"FB 181","Table 4b","Rockfish","Rockfish, group red",1991,2326616,1719551
"FB 181","Table 4b","Rockfish","Rockfish, group red",1992,1682520,1481297
"FB 181","Table 4b","Rockfish","Rockfish, group red",1993,1274731,1299091
"FB 181","Table 4b","Rockfish","Rockfish, group red",1994,1354762,1245298
"FB 181","Table 4b","Rockfish","Rockfish, group red",1995,1044708,1028278
"FB 181","Table 4b","Rockfish","Rockfish, group red",1996,1225176,1068647
"FB 181","Table 4b","Rockfish","Rockfish, group red",1997,850531,871191
"FB 181","Table 4b","Rockfish","Rockfish, group red",1998,710605,666841
"FB 181","Table 4b","Rockfish","Rockfish, group red",1999,239341,265505
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1987,1143584,307099
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1988,911889,236303
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1989,803828,183231
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1990,1028221,244414
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1991,910364,230086
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1992,854455,217334
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1993,756903,183755
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1994,549425,149876
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1995,650929,220292
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1996,594180,157797
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1997,773483,194823
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1998,2763788,670435
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish",1999,407670,104121
"FB 181","Table 4b","Rockfish","Rockfish, group small",1987,620535,178826
"FB 181","Table 4b","Rockfish","Rockfish, group small",1988,1016713,255649
"FB 181","Table 4b","Rockfish","Rockfish, group small",1989,687511,168646
"FB 181","Table 4b","Rockfish","Rockfish, group small",1990,1032725,269209
"FB 181","Table 4b","Rockfish","Rockfish, group small",1991,808536,233214
"FB 181","Table 4b","Rockfish","Rockfish, group small",1992,497502,140483
"FB 181","Table 4b","Rockfish","Rockfish, group small",1993,774441,233180
"FB 181","Table 4b","Rockfish","Rockfish, group small",1994,1099744,355132
"FB 181","Table 4b","Rockfish","Rockfish, group small",1995,924333,289709
"FB 181","Table 4b","Rockfish","Rockfish, group small",1996,1210981,321413
"FB 181","Table 4b","Rockfish","Rockfish, group small",1997,1487399,384920
"FB 181","Table 4b","Rockfish","Rockfish, group small",1998,1235179,352208
"FB 181","Table 4b","Rockfish","Rockfish, group small",1999,288183,89951
"FB 181","Table 4b","Rockfish","Rockfish, honeycomb",1993,24,9
"FB 181","Table 4b","Rockfish","Rockfish, kelp",1988,40,215
"FB 181","Table 4b","Rockfish","Rockfish, kelp",1991,1222,916
"FB 181","Table 4b","Rockfish","Rockfish, kelp",1992,68,35
"FB 181","Table 4b","Rockfish","Rockfish, kelp",1993,5663,5652
"FB 181","Table 4b","Rockfish","Rockfish, kelp",1994,6673,10254
"FB 181","Table 4b","Rockfish","Rockfish, kelp",1995,5307,6083
"FB 181","Table 4b","Rockfish","Rockfish, kelp",1996,4297,7377
"FB 181","Table 4b","Rockfish","Rockfish, kelp",1997,2009,2103
"FB 181","Table 4b","Rockfish","Rockfish, kelp",1998,1653,2402
"FB 181","Table 4b","Rockfish","Rockfish, kelp",1999,2974,10439
"FB 181","Table 4b","Rockfish","Rockfish, olive",1987,12,5
"FB 181","Table 4b","Rockfish","Rockfish, olive",1988,290,201
"FB 181","Table 4b","Rockfish","Rockfish, olive",1989,793,402
"FB 181","Table 4b","Rockfish","Rockfish, olive",1990,627,358
"FB 181","Table 4b","Rockfish","Rockfish, olive",1991,136,66
"FB 181","Table 4b","Rockfish","Rockfish, olive",1992,623,351
"FB 181","Table 4b","Rockfish","Rockfish, olive",1993,483,336
"FB 181","Table 4b","Rockfish","Rockfish, olive",1994,135,83
"FB 181","Table 4b","Rockfish","Rockfish, olive",1995,564,310
"FB 181","Table 4b","Rockfish","Rockfish, olive",1996,720,2089
"FB 181","Table 4b","Rockfish","Rockfish, olive",1997,645,1701
"FB 181","Table 4b","Rockfish","Rockfish, olive",1998,1259,4693
"FB 181","Table 4b","Rockfish","Rockfish, olive",1999,1218,1993
"FB 181","Table 4b","Rockfish","Rockfish, Pacific ocean perch",1987,389,339
"FB 181","Table 4b","Rockfish","Rockfish, Pacific ocean perch",1988,15,9
"FB 181","Table 4b","Rockfish","Rockfish, Pacific ocean perch",1992,3176,982
"FB 181","Table 4b","Rockfish","Rockfish, Pacific ocean perch",1993,128,117
"FB 181","Table 4b","Rockfish","Rockfish, Pacific ocean perch",1994,323,113
"FB 181","Table 4b","Rockfish","Rockfish, Pacific ocean perch",1995,20,7
"FB 181","Table 4b","Rockfish","Rockfish, Pacific ocean perch",1996,45,135
"FB 181","Table 4b","Rockfish","Rockfish, Pacific ocean perch",1999,3426,975
"FB 181","Table 4b","Rockfish","Rockfish, pink",1987,13,10
"FB 181","Table 4b","Rockfish","Rockfish, pink",1988,192,114
"FB 181","Table 4b","Rockfish","Rockfish, pink",1989,6,8
"FB 181","Table 4b","Rockfish","Rockfish, pink",1997,2,10
"FB 181","Table 4b","Rockfish","Rockfish, pinkrose",1992,597,219
"FB 181","Table 4b","Rockfish","Rockfish, pinkrose",1993,244,90
"FB 181","Table 4b","Rockfish","Rockfish, pinkrose",1994,214,107
"FB 181","Table 4b","Rockfish","Rockfish, pinkrose",1997,296,118
"FB 181","Table 4b","Rockfish","Rockfish, pinkrose",1998,3757,1690
"FB 181","Table 4b","Rockfish","Rockfish, quillback",1994,2776,4021
"FB 181","Table 4b","Rockfish","Rockfish, quillback",1995,11448,16457
"FB 181","Table 4b","Rockfish","Rockfish, quillback",1996,17936,35702
"FB 181","Table 4b","Rockfish","Rockfish, quillback",1997,20739,31765
"FB 181","Table 4b","Rockfish","Rockfish, quillback",1998,26145,48063
"FB 181","Table 4b","Rockfish","Rockfish, quillback",1999,18030,55315
"FB 181","Table 4b","Rockfish","Rockfish, redbanded",1989,1308,1439
"FB 181","Table 4b","Rockfish","Rockfish, redbanded",1991,18,12
"FB 181","Table 4b","Rockfish","Rockfish, redbanded",1992,890,558
"FB 181","Table 4b","Rockfish","Rockfish, redbanded",1993,200,111
"FB 181","Table 4b","Rockfish","Rockfish, redbanded",1994,6138,4776
"FB 181","Table 4b","Rockfish","Rockfish, redbanded",1995,2173,1361
"FB 181","Table 4b","Rockfish","Rockfish, redbanded",1996,1104,837
"FB 181","Table 4b","Rockfish","Rockfish, redbanded",1997,1480,1330
"FB 181","Table 4b","Rockfish","Rockfish, redbanded",1998,447,359
"FB 181","Table 4b","Rockfish","Rockfish, redbanded",1999,251,218
"FB 181","Table 4b","Rockfish","Rockfish, rosethorn",1991,5752,2677
"FB 181","Table 4b","Rockfish","Rockfish, rosethorn",1992,1297,499
"FB 181","Table 4b","Rockfish","Rockfish, rosethorn",1993,2547,927
"FB 181","Table 4b","Rockfish","Rockfish, rosethorn",1994,10157,4856
"FB 181","Table 4b","Rockfish","Rockfish, rosethorn",1995,10248,5353
"FB 181","Table 4b","Rockfish","Rockfish, rosethorn",1996,15855,8411
"FB 181","Table 4b","Rockfish","Rockfish, rosethorn",1997,18792,7912
"FB 181","Table 4b","Rockfish","Rockfish, rosethorn",1998,5307,2039
"FB 181","Table 4b","Rockfish","Rockfish, rosethorn",1999,1106,923
"FB 181","Table 4b","Rockfish","Rockfish, rosy",1987,5013,1588
"FB 181","Table 4b","Rockfish","Rockfish, rosy",1988,118,30
"FB 181","Table 4b","Rockfish","Rockfish, rosy",1989,760,114
"FB 181","Table 4b","Rockfish","Rockfish, rosy",1990,1328,865
"FB 181","Table 4b","Rockfish","Rockfish, rosy",1991,64,22
"FB 181","Table 4b","Rockfish","Rockfish, rosy",1992,276,69
"FB 181","Table 4b","Rockfish","Rockfish, rosy",1994,1002,587
"FB 181","Table 4b","Rockfish","Rockfish, rosy",1995,202,103
"FB 181","Table 4b","Rockfish","Rockfish, rosy",1996,39,34
"FB 181","Table 4b","Rockfish","Rockfish, rosy",1998,8560,4047
"FB 181","Table 4b","Rockfish","Rockfish, rosy",1999,591,209
"FB 181","Table 4b","Rockfish","Rockfish, shortbelly",1989,1143,137
"FB 181","Table 4b","Rockfish","Rockfish, shortbelly",1990,6202,1058
"FB 181","Table 4b","Rockfish","Rockfish, shortbelly",1992,400,48
"FB 181","Table 4b","Rockfish","Rockfish, shortbelly",1994,6195,1073
"FB 181","Table 4b","Rockfish","Rockfish, shortbelly",1995,12600,1957
"FB 181","Table 4b","Rockfish","Rockfish, shortbelly",1996,61440,5690
"FB 181","Table 4b","Rockfish","Rockfish, shortbelly",1997,44888,5827
"FB 181","Table 4b","Rockfish","Rockfish, shortbelly",1998,15088,1776
"FB 181","Table 4b","Rockfish","Rockfish, shortbelly",1999,17634,1069
"FB 181","Table 4b","Rockfish","Rockfish, speckled",1987,307,184
"FB 181","Table 4b","Rockfish","Rockfish, speckled",1994,13,10
"FB 181","Table 4b","Rockfish","Rockfish, speckled",1995,10,10
"FB 181","Table 4b","Rockfish","Rockfish, speckled",1996,4706,1995
"FB 181","Table 4b","Rockfish","Rockfish, speckled",1997,455,336
"FB 181","Table 4b","Rockfish","Rockfish, speckled",1998,1447,986
"FB 181","Table 4b","Rockfish","Rockfish, speckled",1999,4975,6702
"FB 181","Table 4b","Rockfish","Rockfish, splitnose",1987,3704,3646
"FB 181","Table 4b","Rockfish","Rockfish, splitnose",1990,2674,1846
"FB 181","Table 4b","Rockfish","Rockfish, splitnose",1991,111995,31722
"FB 181","Table 4b","Rockfish","Rockfish, splitnose",1992,21459,5757
"FB 181","Table 4b","Rockfish","Rockfish, splitnose",1993,17602,4443
"FB 181","Table 4b","Rockfish","Rockfish, splitnose",1994,4029,1075
"FB 181","Table 4b","Rockfish","Rockfish, splitnose",1995,18,32
"FB 181","Table 4b","Rockfish","Rockfish, splitnose",1996,370,107
"FB 181","Table 4b","Rockfish","Rockfish, splitnose",1997,936,234
"FB 181","Table 4b","Rockfish","Rockfish, splitnose",1998,89585,15809
"FB 181","Table 4b","Rockfish","Rockfish, splitnose",1999,74081,21188
"FB 181","Table 4b","Rockfish","Rockfish, squarespot",1994,1413,1198
"FB 181","Table 4b","Rockfish","Rockfish, squarespot",1995,94,41
"FB 181","Table 4b","Rockfish","Rockfish, squarespot",1999,23,23
"FB 181","Table 4b","Rockfish","Rockfish, starry",1990,3261,5049
"FB 181","Table 4b","Rockfish","Rockfish, starry",1991,33652,55158
"FB 181","Table 4b","Rockfish","Rockfish, starry",1992,31381,47754
"FB 181","Table 4b","Rockfish","Rockfish, starry",1993,26325,41003
"FB 181","Table 4b","Rockfish","Rockfish, starry",1994,20236,25380
"FB 181","Table 4b","Rockfish","Rockfish, starry",1995,5050,6766
"FB 181","Table 4b","Rockfish","Rockfish, starry",1996,455,644
"FB 181","Table 4b","Rockfish","Rockfish, starry",1997,148,170
"FB 181","Table 4b","Rockfish","Rockfish, starry",1998,3482,4213
"FB 181","Table 4b","Rockfish","Rockfish, starry",1999,2274,3070
"FB 181","Table 4b","Rockfish","Rockfish, swordspine",1996,1423,1399
"FB 181","Table 4b","Rockfish","Rockfish, swordspine",1997,2,1
"FB 181","Table 4b","Rockfish","Rockfish, swordspine",1999,295,192
"FB 181","Table 4b","Rockfish","Rockfish, treefish",1988,1,35
"FB 181","Table 4b","Rockfish","Rockfish, treefish",1992,16,44
"FB 181","Table 4b","Rockfish","Rockfish, treefish",1993,17,50
"FB 181","Table 4b","Rockfish","Rockfish, treefish",1994,114,353
"FB 181","Table 4b","Rockfish","Rockfish, treefish",1995,199,713
"FB 181","Table 4b","Rockfish","Rockfish, treefish",1996,1536,1861
"FB 181","Table 4b","Rockfish","Rockfish, treefish",1997,1744,2693
"FB 181","Table 4b","Rockfish","Rockfish, treefish",1998,231,1097
"FB 181","Table 4b","Rockfish","Rockfish, treefish",1999,1960,10026
"FB 181","Table 4b","Rockfish","Rockfish, unspecified",1987,15816720,5895226
"FB 181","Table 4b","Rockfish","Rockfish, unspecified",1988,13090228,4713694
"FB 181","Table 4b","Rockfish","Rockfish, unspecified",1989,15358303,5371711
"FB 181","Table 4b","Rockfish","Rockfish, unspecified",1990,16036264,6157204
"FB 181","Table 4b","Rockfish","Rockfish, unspecified",1991,11326256,4788224
"FB 181","Table 4b","Rockfish","Rockfish, unspecified",1992,8613889,4090234
